"serial_number","device_name","address","latitude","longitude","active_site","device_type","total_since_install","prior_to_2023","total_2023","total_2024","total_2025","total_2026","january_2026","february_2026","march_2026","april_2026","may_2026","june_2026","july_2026","august_2026","september_2026","october_2026","november_2026","december_2026","participatory_budgeting","coordinates"
"20074665/21004862","(addition) MLK SCHOOL","111 Kinnaird St","42.3675","-71.1128","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.112815 42.3675306)"
"21089816","(DPW) ACORN PARK RIGHT OF GARAGE DOOR","51 Mooney St","42.395","-71.1527","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","No","POINT (-71.15274998 42.39496162)"
"21089168"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ IN THE REAR PARKING LOT BEHIND GREEN ST"," 438 Massachusetts ave","42.3634","-71.1009","true","Box","11",,"0","0","0","11","0","0","0","2","3","6","0","0","0","0","0","0","Yes","POINT (-71.1008622 42.3633653)"
"21000549","BACK RIGHT CORNER OF STARLIGHT SQUARE PARKING","583 Massachusetts Ave","42.3652","-71.1021","false","Box","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10212717 42.36523821)"
"21005595","GARDEN REAR","254 Broadway","42.3672","-71.0965","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.096451 42.367207)"
"21088345","(PB) ACORN PARK ATTACHED TO FENCE BEHIND DUMPSTER","362 Rindge Ave","42.3926","-71.1381","true","Box","2",,"0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","Yes","POINT (-71.1381297 42.3925535)"
"21100899","(PB) HARVARD SQUARE BACK ALLEY OF 54 CHURCH STREET","52 Church Street","42.3738","-71.1206","true","Box","7",,"0","0","0","7","0","0","0","0","5","2","0","0","0","0","0","0","Yes","POINT (-71.12055819 42.37384761)"
"21101035","(PB) INMAN SQUARE IN DUMPSTER CAGE BEHIND 198 WILLOW","198 Willow St","42.3739","-71.0917","true","Box","2",,"0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","Yes","POINT (-71.0916721 42.3738926)"
"17001615","SIDNEY @ ALLSTON","240 Sidney St","42.3569","-71.1062","false","Pipe","16","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1062275 42.3568877)"
"21055424","(addition) PUTNAM GARDENS TRASH BUILDING 1 BOX 1","1 Putnam Gardens	","42.3657","-71.1133","true","Box","22",,"0","0","16","6","2","2","1","0","1","0","0","0","0","0","0","0","Yes","POINT (-71.1132610847 42.365738)"
"21101260","(PB) INMAN SQUARE WILLOW STREET CHA TRASH HOUSE ACROSS FROM 119 BY STAIRS INSIDE TRASH HOUSE","119 Willow St","42.3728","-71.0916","true","Box","10",,"0","0","0","10","0","0","0","0","3","7","0","0","0","0","0","0","Yes","POINT (-71.091634 42.3728478)"
"21100267","(PB) NIEGHBORHOOD 9 BY DUMPSTER ALONG FENCE LEFT OF 70","70 Lincoln Way","42.3886","-71.1288","true","Box","8",,"0","0","0","8","0","0","0","0","6","2","0","0","0","0","0","0","Yes","POINT (-71.1288349 42.3885677)"
"21089181","(DPW) ACORN PARK ON RIGHT SIDE OF BUILDING BETWEEN 165 AND 125 BUILDINGS. BEHIND DUMPSTER","165 Cambridgepark Dr","42.3954","-71.1471","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.1471443 42.3954491)"
"20129364/21005112","CLARK STREET","151 Clark St","42.3666","-71.0945","true","Box","13",,"0","0","9","4","2","0","0","1","0","1","0","0","0","0","0","0","No","POINT (-71.0944864 42.36658)"
"21100935","(DPW) CAMBRIDGEPORT EAST NEXT TO DUMPSTER BY TERNAN ST","70 Magazine St","42.3614","-71.1078","true","Box","2",,"0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","No","POINT (-71.1078023 42.3614028)"
"21101247","(DPW) SHANNONS TOWN IN COOPER PARK ALONG FENCE NEAR BRICK BUILDING","5 centre st","42.3694","-71.1079","true","Box","6",,"0","0","0","6","0","0","0","2","4","0","0","0","0","0","0","0","No","POINT (-71.10793266 42.36941229)"
"21006192","TOOMEY PARK SLIDES","175 Second St","42.3665","-71.0799","false","Box","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.07991768 42.36648997)"
"21006260","GOLD STAR PARK	1","123 Gore St","42.3729","-71.0838","false","Box","13","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0837612 42.372862)"
"21000636","KENNARD ST IN PLAYGROUND 20","83 Kinnaird St","42.3672","-71.1113","false","Box","6","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1113 42.36715)"
"17001685","BROOKLINE @ ALLSTON","246 Brookline St","42.3579","-71.1073","false","Pipe","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1072572 42.3579396)"
"17000077","CEDAR ST & HARVEY ST ","Cedar St & Harvey St","42.3972","-71.1309","false","Pipe","25","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.13089 42.3971986)"
"21007159","KENNEDY-LONGFELLOW SCHOOL","158 Spring St","42.3695","-71.0872","false","Box","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0871966 42.3695143)"
"21004720","ALBERICO PARK","Alberico Park","42.3609","-71.1126","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1126364 42.3609341)"
"21014813","TOOMEY PARK","160 Second St","42.3666","-71.0797","false","Box","13","0","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0797 42.36661)"
"21001537","(addition) 140 HARVARD ST","140 Harvard St	","42.3655","-71.0946","true","Box","5",,"0","0","1","4","4","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0946181 42.365462)"
"21079081","(DPW) CAMBRIDGEPORT EAST BEHIND TRASH NEAR BASKETBALL COURT OFF LAWRENCE ST","70 Magazine St","42.3614","-71.1078","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1078023 42.3614028)"
"21092105","(DPW) CENTRAL SQUARE ATTACHED TO FENCE RIGHT REAR OF BUILDING","5 Lee St","42.3682","-71.1075","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","No","POINT (-71.10747447 42.36821564)"
"21100822"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ IN ALLEY WAY ALONG FENCE"," 30 Norfolk St","42.3649","-71.1013","true","Box","16",,"0","0","0","16","0","0","0","12","4","0","0","0","0","0","0","0","Yes","POINT (-71.10125105 42.36493116)"
"21014813","CAMBRIDGE PUBLIC LIBRARY","449 Broadway","42.3741","-71.1107","false","Box","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1107215 42.3741465)"
"21001185","DPW 147 HAMPSHIRE ST BEHIND TRAILER 6","147 Hampshire St","42.3715","-71.0974","false","Box","11","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0974 42.3715)"
"21008113","(addition) MORSE SCHOOL DUMPSTER AREA","40 Granite St","42.3561","-71.1135","true","Box","23",,"0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1134520847 42.3560932868)"
"21005527","RUSSELL PLAYGROUND ","341 Rindge Ave	","42.3947","-71.1379","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1378903958 42.39470717)"
"21000940","UNIVERSITY RD BOX 1","4 University Rd	","42.3731","-71.1229","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1229111 42.3730838)"
"21078894","(PB) HARVARD SQUARE ALLEY BETWEEN 1 & 5 STORY STREET ON RIGHT SIDE BEHIND DUMPSTERS UNDER GAS METERS","5 Story St","42.3742","-71.1222","true","Box","4",,"0","0","0","4","0","0","0","0","0","4","0","0","0","0","0","0","Yes","POINT (-71.12220703 42.37423248)"
"21062059/21060505","(addition) HOWARD COMPLEX TRASH LEFT SIDE OF COMPLEX","231 River St","42.3631","-71.1116","true","Box","1",,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Yes","POINT (-71.1115963 42.3631226)"
"17000126","46 PORTER RD","46 Porter Rd","42.3891","-71.1218","false","Pipe","154","0","151","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1217962 42.389073)"
"21079996","(PB) HARVARD SQUARE CONNECTED TO GAS METER PIPE ON LEFT SIDE BACK OF 1294 MASS AVE","1290 Massachusetts Ave","42.3725","-71.1171","true","Box","1",,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Yes","POINT (-71.1171339 42.37251582)"
"21055525","(addition) WILLOW ST HOMES BOX 1 ALLEY LEFT SIDE IF HOUSE BY STORAGE BIN","14 Palermo St","42.3716","-71.0929","true","Box","1",,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","No","POINT (-71.0929249 42.37164874)"
"21003827","DONNELLY FIELD","Berkshire and York St","42.3694","-71.0914","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0913946 42.3693921)"
"21006794","BREWER ST BEHIND DUMPSTER","5 Brewer St","42.3738","-71.1253","true","Box","39",,"0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1252542 42.3738065)"
"21007073","88 PEMBERTON STT REAR","88 Pemberton St","42.3905","-71.1269","true","Box","20",,"0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1269427 42.3904975)"
"21088680","(PB) HARVARD SQUARE REAR OF 10 CHURCH STREET IN BACK ALLEY BY DUMPSTERS","47 Palmer St","42.3741","-71.12","true","Box","5",,"0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","Yes","POINT (-71.11999527 42.37414909)"
"21026282","BISHOP ALLEN DRIVE DUMPSTER AREA","Bishop Richard","42.3652","-71.1019","false","Box","1",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.101861 42.365166)"
"17003345","RINDGE MANHOLE AT INTERSECTION OF RIDGE AND HASKELL. FURTHEST MANHOLE FROM SCHOOL","59 Rindge Ave","42.3928","-71.1273","false","Pipe","31",,"0","0","0","31","0","0","0","0","22","9","0","0","0","0","0","0","No","POINT (-71.1273328 42.3927553)"
"21089180","(PB) HARVARD SQUARE ALLEY BETWEEN 15 & 35 DUNSTER STREET. CONNECTED TO FENCE ON RIGHT OF COMPACTOR DUMPSTER","15 Dunster Street","42.3728","-71.1195","true","Box","10",,"0","0","0","10","0","0","0","1","3","6","0","0","0","0","0","0","Yes","POINT (-71.1195204 42.3727989)"
"21088130"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ FRONT LEFT CORNER BEHIND BUSHES"," 795 Massachusetts Ave","42.3672","-71.106","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.10601475 42.36715523)"
"20043627/21003720 ","BROADWAY DUMPSTERS","353 Broadway	","42.371","-71.1038","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1037916 42.3709855)"
"21003968","BISHOP ALLEN DR","39 Bishop Allen Drive","42.3646","-71.0998","false","Box","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0998 42.36457)"
